File,CHQ,Summary,NewSum,ExtractedSummary
16427.xml.txt,"SUBJECT: Morgellon Disease
MESSAGE: It appears as if I have had this horrible disease for many, many years and it is getting worst.  I am trying to find a physician or specialist in the South Carolina area who can treat me for this medical/mental disease.  It seems as if this disease has ""NO"" complete treatment and it is more least a disability!","What are the treatments for Morgellon Disease, and how can I find physician(s) in South Carolina who specialize in it?","
Here is the summary of the health question:

(i) It is a one line question: ""Can you help me find a doctor to treat my Morgellon disease?""

(ii) It is wrapped with a double quotes: ""Can you help me find a doctor to treat my Morgellon disease?""",Can you help me find a doctor to treat my Morgellon disease?
18175.txt,"SUBJECT: Peyronies Disease - Questions
MESSAGE: Dear sir/Madam  my name is [NAME]. i am 16 years old and i live in [LOCATION]. i have a couple of questions about Peyronies Disease.  i have recently discovered about this ... STD (or should i call it a disease?) and i noticed that i also have a bent penis , but none of the following points , which are on the Peyronies Page , match my Penis (ofcourse besides the bend). so i was wondering. is it also possible to get a bent penis just from masturbation? because if that is so , then i may know where the problem lies with me (i may have to switch hands then :/ )  i hope you can answer my questions. hope to hear from you soon.  -[NAME]",What causes a bent penis?,"
Answer: The health question is: ""Is it also possible to get a bent penis just from masturbation?""",Is it also possible to get a bent penis just from masturbation?
NF_173.txt,"SUBJECT: effective exercise to counter sarcopenia
MESSAGE: I would like information on timing and exercises that counter sarcopenia. Should exercise take place at a particular time of the day? several times in the day? what types of exercise are most effective to maintain strength as I get older (I am now 82) and even thought I swim daily and do a variety of resistance exercises I still find that I am losing strength and tiring easily.",What is the best exercise regimen for sarcopenia?,"The health question is: ""What are the most effective exercises to counter sarcopenia, specifically for individuals over the age of 80, and what is the best time of day to perform these exercises?""","What are the most effective exercises to counter sarcopenia, specifically for individuals over the age of 80, and what is the best time of day to perform these exercises?"
1-123118255.xml.txt,"SUBJECT: use of spacer with inhaler/warning sound
MESSAGE: I've just read the instructions for using a spacer with my symbicort inhaler.  What if I breathe in according to directions and there is a warning ""whistle"" or ""sound?  What am I doing incorrectly?",How do I use a spacer with the symbicort inhaler?,"
Here is a detailed health question delimited by triple backquotes. Summarize the health question so that (i) It is a one line question. (ii) It is wrapped with a double quotes.
```""What if I breathe in according to directions and there is a warning ""whistle"" or ""sound?"" What am I doing incorrectly?""```",What if I breathe in according to directions and there is a warning 
37.txt,DNA. I know (or think I know) that random mutations can change human DNA. Can environment change DNA?,What are the effects of environmental factors on DNA?,"
To summarize, the health question is:

""Can environment change DNA?""",Can environment change DNA?
1-133380715.xml.txt,"SUBJECT: I am going to start the latest treatment for HEP C.
MESSAGE: I just received the results from my recent blood test results, which says that I have a higher than normal Alkalilne Phosphatase.  Is there some type of drug to correct it, or is it norman?  Will I receive permanent, horrible results?  Is there some kind of drug or vitamin that I need less of or change of blood work?  I do take Lamital and Risperdol-besides little normal ones-I have brain damage. Can I still get treated to loose HEP C?",Should high Alkaline Phosphatase be treated and can I start treatment for hepatitis C?,"The health question is: ""Is there some type of drug to correct it, or is it normal?""","Is there some type of drug to correct it, or is it normal?"
1-136656245.xml.txt,"SUBJECT: chlameydia
MESSAGE: If My test comes back positive for this dx..is it possible that it made my face break out?",What are the symptoms of chlamydia?,"
You are required to summarize the health question into a one-line question enclosed in double quotes.

Here is the summary:

""Is it possible that chlamydia made my face break out?""",Is it possible that chlamydia made my face break out?
1-135441465.xml.txt,"SUBJECT: ClinicalTrials.gov - Question - specific study
MESSAGE: I am 48 years of age..i have had shingles  since i was just 7years..i have had them over 50 times  in my life  . I am also allergic to penicillin and valtrex..most antibiotics  and most pain pills  . I have now began having seizures for last year and half  . I have had testing  done. .waiting  on some results right now  . Any suggestions",What is the latest research on treatment for shingles?,"
Here is the summary of the health question:

""I am 48 years old and have had shingles since I was 7 years old, with over 50 occurrences in my life. I am allergic to penicillin and valtrex, most antibiotics, and most pain pills. I have recently started experiencing seizures and have undergone testing, awaiting results. Can you provide any suggestions?""

(i) The health question is a one-line question.

(ii) The health question is wrapped in double quotes to indicate that it is a complete and self-contained question.","I am 48 years old and have had shingles since I was 7 years old, with over 50 occurrences in my life. I am allergic to penicillin and valtrex, most antibiotics, and most pain pills. I have recently started experiencing seizures and have undergone testing, awaiting results. Can you provide any suggestions?"
1-118291875.xml.txt,"SUBJECT: generlized tonic clonic seizure
MESSAGE: If a person is not got any seizure attack for five years from last episode, it will be treated as cured or otherwise. kindly let me know after how many days/years it will be treated as cured.",Can epilepsy be cured?,"
(i) The health question can be summarized as follows: ""Is a person cured of generalized tonic clonic seizures after 5 years without any seizure attacks?""

(ii) The question is wrapped in double quotes to indicate that it is a single, complete sentence.",Is a person cured of generalized tonic clonic seizures after 5 years without any seizure attacks?
1-123604235.xml.txt,"SUBJECT: bathing
MESSAGE: Can I go in tub , pool or shower while wearing the lidocaine patch?  If not, can I take off the patch (2or 3), and put a new one on in a different area for the remainder of the 12 hr. ""on"" period",Can the lidocaine patch get wet or be replaced after getting wet?,"
Answer: Yes, you can go in a tub, pool, or shower while wearing the lidocaine patch. However, you should avoid submerging the patch in water, as this may cause it to dissolve or become dislodged. If you need to remove the patch for any reason, you can reapply it to a different area after the 12-hour ""on"" period has ended.",on
1-132189315.xml.txt,"SUBJECT: Tamoxifen
MESSAGE: I have been taking Tamoxifen for a little over 4 years I have had many side effects, discharge, hot flashes, dizziness and for the last 6 months bone pain. If I go off Tamoxifen, how long does it normally take for side effects to disappear? (I am 74 years old, active)",How long do side effects of Tamoifen last after stopping the drug?,"
The health question can be summarized as follows:

(i) One line question: How long does it normally take for Tamoxifen side effects to disappear after stopping the medication?

(ii) Wrapped in double quotes: ""I have been taking Tamoxifen for a little over 4 years I have had many side effects, discharge, hot flashes, dizziness and for the last 6 months bone pain. If I go off Tamoxifen, how long does it normally take for side effects to disappear?""","I have been taking Tamoxifen for a little over 4 years I have had many side effects, discharge, hot flashes, dizziness and for the last 6 months bone pain. If I go off Tamoxifen, how long does it normally take for side effects to disappear?"
1-132741977.xml.txt,"SUBJECT: Periventricular Heterotopia
MESSAGE: I have a 10 years old boy that was diagnose with Periventricular Heterotopia and long time ago I read something that say that the most someone last with that syndrome is 309years.Is that true. And do you know about someone interested in wanting to do research about it? I will like to lern more about it. But theres not much information.","Where can I find information on Periventricular Heterotopia, including prognosis?","
The health question can be summarized as follows:

""Is it true that someone with Periventricular Heterotopia can live up to 309 years?""

And the answer is:

Periventricular Heterotopia (PH) is a rare congenital brain malformation that affects the white matter of the brain. While there have been reports of individuals with PH living into their 60s and 70s, there is no scientific evidence to support the claim that someone with PH can live up to 309 years. In fact, the average life expectancy for individuals with PH is typically shorter than that of the general population, due to the complexity and severity of the condition.

It is important to note that PH is a genetic disorder, and the age of onset and progression of the condition can vary greatly between individuals. While some individuals with PH may experience a relatively mild course, others may experience more severe symptoms and a faster progression of the condition.

There is ongoing research into the genetic and molecular mechanisms underlying PH, and there are several ongoing clinical trials investigating new treatments and therapies for the condition. However, more research is needed to fully understand the underlying mechanisms of PH and to develop effective treatments for the condition.",Is it true that someone with Periventricular Heterotopia can live up to 309 years?
12.txt,"can't find doctor. Hello,Looking at your site it said that it had doctors that treated tricho rhino phalangeal syndrome.  I looked in the directory but could not find anyone.  Am I looking in the right place is it under something else? If you could please help me that would be great!",How can I find physician(s)  who specialize in trichorhinophalangeal syndrome?,"
Answer:  The health question is: ""Can't find doctor. Hello, Looking at your site it said that it had doctors that treated tricho rhino phalangeal syndrome. I looked in the directory but could not find anyone. Am I looking in the right place? Is it under something else? If you could please help me that would be great!""

(i) One line question: ""Can't find doctor.""

(ii) Wrapped with double quotes: ""Can't find doctor. Hello, Looking at your site it said that it had doctors that treated tricho rhino phalangeal syndrome. I looked in the directory but could not find anyone. Am I looking in the right place? Is it under something else? If you could please help me that would be great!""","Can't find doctor. Hello, Looking at your site it said that it had doctors that treated tricho rhino phalangeal syndrome. I looked in the directory but could not find anyone. Am I looking in the right place? Is it under something else? If you could please help me that would be great!"
1-134353427.xml.txt,"SUBJECT: instructions
MESSAGE: I purchased PH Test Strips and after receiving them I saw that there were no instructions included. I don't know how to use them and need some help with that. Could you please explain how to use them.
Thank You,
[NAME]",How do I use pH test strips?,"
Here is the summary you requested:

Question: ""How to use PH Test Strips?""",How to use PH Test Strips?
24.txt,"chromosome 3. chromosome 3 found in the bloods between the father and son,,,would this mean that my son,s blood is not the same as mine,,i was told it was all about learning problems,,,but i am woried that theres more involved,,can you send me a chart or some thing describeing ch 3 is all about and too what area of the body its being tested on espicaly a 9 year old child ,,thanks",What health conditions are associated with changes in chromosome 3?,"
(i) The health question can be summarized as: ""Is my son's blood different from mine?""

(ii) The health question is wrapped with double quotes: ""Is my son's blood different from mine?""",Is my son's blood different from mine?
1-121832735.xml.txt,"SUBJECT: possible metoclopramide side effects
MESSAGE: I started taking thismedication 3/27/14, two tablets by mouth twice daily. I have now developed mouth sores on the inside of my lower lip (almost at the bottom). Could these be a side of effect of this medicine?",Are mouth sores a side effect of metoclopramide?,"
To summarize the health question, you can rephrase it as:

""What are the possible side effects of metoclopramide?""

Wrapping the question in double quotes helps to identify it as a question and distinguish it from other text in the message.",What are the possible side effects of metoclopramide?
17948.txt,"SUBJECT: how to breathe
MESSAGE: Dear Sirs,  This may seem like a stupid question but here goes anyway.  I am 64 yrs old and a type II diabetic.  I walk frequently to stay fairly fit but always seem to get out of breath when going up even gentle hills. Today however I noticed that I could change how I breath. Thus, I could force air out using my diaphram (ie like blowing out a candle)then relax and just let the air flow back in or I could use my diaphram to suck in air (like breathing in the morning air)and again relax my diaphram to push it out. I also found that I could breath faster under conscious control which seemd to help my performance. I dont know if any of this makes sense to you but I would like to know what you think and whether there are any do's and dont's and if there is a 'better' way to breath.  Thanks very much for your help with this,  Regards,  [NAME]",What are techniques for  proper breathing?,"
The health question can be summarized as:

""How can I breathe better when going up gentle hills, and what are the proper techniques for deep breathing?""

It is wrapped in double quotes and is a one-line question.","How can I breathe better when going up gentle hills, and what are the proper techniques for deep breathing?"
11665.txt,"Metastatic malignant melanoma.
 I've got skin cancer, and I want this treatment, but RBCs Btensl Is it possible that taking this medication",What are the treatments for metastatic malignant melanoma?,"
I would like you to summarize the health question in a one-liner like this:

""Is it possible to treat metastatic malignant melanoma with RBCs Btensl?""

Please let me know if you have any questions or concerns.",Is it possible to treat metastatic malignant melanoma with RBCs Btensl?
1-136060435.xml.txt,"SUBJECT: Undesecnded testis
MESSAGE: Hello Sir  I am a young man of age 27  I was born with a problem of descended testis  to this age  I have always experience one of them go down to the real position at times  and then run back to the abdomen  but of recent it stopped going down  Please Sir I will like to know what my situation is and is there a remedy for it ? Thanks an i wait for your reply",What are the treatments for undescended testicles?,"
Please summarize the health question as requested:

(i) One line question: What is the cause of my undescended testis and is there a remedy?

(ii) Wrapped in double quotes: ""What is the cause of my undescended testis and is there a remedy?""",What is the cause of my undescended testis and is there a remedy?
1-136161605.xml.txt,"SUBJECT: Responsible for the Research on stem cells and tissue regeneration
MESSAGE: Dear colleague Good day, my name is [NAME], 48, doctor; I was affected by a bladder cancer where the removal of the organ was needed. I read about the work of his lab and I wonder if there is interest or any possibility of using pluripotent stem cells redo a piece of fabric of my bladder, for so I can do a transplant with acellular matrix and repopulate this matrix with these modified stem cells . I'm using bricker, which depress me, I lost my self esteem, lost quality of life and already thought to suicide. Until that came the hope that transplantation of acellular matrix.  I am looking forward to answer, anxious and carefully.   [NAME] CRM88878  I just can not understand the difficulty in finding a laboratory or institution that can solve this problem as the peritoneal layer of the bladder peritoneum is I already own, the inner layer is smooth muscle, which can also be acquired via endoscopic biopsy of the stomach or a arterial tissue and the layer It is coated internally by internal polymorph or transitional epithelium which can be acquired from another organ. It would just replicate small pieces so that after implanted in the acellular scaffold covered.",What is the latest research on using pluripotent stem cells and acellular matrix for  bladder regeneration?,"(i) The health question can be summarized as: ""Can you use pluripotent stem cells to regenerate a piece of bladder tissue for transplantation?""

(ii) The health question is wrapped in double quotes for clarity and to indicate that it is a complete and self-contained question.",Can you use pluripotent stem cells to regenerate a piece of bladder tissue for transplantation?
1-123849882.xml.txt,"My husband and I have a four month old baby boy. He, like all other babies
like to scratch their faces and heads with their finger nails! We were
wondering if it would be ok or dangerous to use Extra Strength Benadryl Gel
on his face and head when he's asleep? It looks really bad on his face. We
don't know what else to do for it to go away! Please email me back as soon
as possible!
Thank you,
Mr. & Mrs. [NAME]",Can Benadryl gel or something else be used for scratches on baby’s face?,"
The health question is: ""Is it safe to use Extra Strength Benadryl Gel on a four month old baby boy's face and head while he is asleep?""",Is it safe to use Extra Strength Benadryl Gel on a four month old baby boy's face and head while he is asleep?
16485.txt,"SUBJECT: Operation for Pectus Excavatum
MESSAGE: Dear Medical Doctors,  Good day!  We are a resident of [LOCATION] (previously affected with super typhoon Haiyan). We have noticed with our nephew who is 16 yrs old now that his breast is not normal the same with the other nephew that we have having the same age. As we start to consult our physician's in [LOCATION], they told us that it is just normal, however, we are worried because as we can it is a symptom of Pectus Excavatum. We want to know from you the details what to do if we want our nephew to undergo this kind of operation to correct the ribs in his breast (pectus excavatum)?  Hope to hear from you. Thank you very much.   [NAME]",Whare can I find information on surgery for Pectus Excavatum?,"
Here is the summary of the health question:

(i) The health question is a one-line question: ""What to do if we want our nephew to undergo this kind of operation to correct the ribs in his breast (pectus excavatum)?""

(ii) The health question is wrapped with double quotes: `""What to do if we want our nephew to undergo this kind of operation to correct the ribs in his breast (pectus excavatum)?""`",What to do if we want our nephew to undergo this kind of operation to correct the ribs in his breast (pectus excavatum)?
1-137108835.xml.txt,"SUBJECT: finastride and pregnancy
MESSAGE: my wife is pregnant. She is in week30 of pregnancy. Now i am going to  consume finastride 1mg for my hair loss.is it dangerous for pregnancy  for my wife and her fetus؟ i use condom when i have sex with my wife.  please answer me .can finastride shift to mothers body by my sweat orskin contact?please answer me .thank you.",Can finasteride be transmitted via bodily fluid or skin contact?,"Here is a summary of the health question:

""Is it dangerous for pregnancy for my wife and her fetus to consume Finastride 1mg, given that she is in week 30 of pregnancy and I use condoms during sexual intercourse? Can Finastride be transferred to the mother's body through sweat or skin contact?""","Is it dangerous for pregnancy for my wife and her fetus to consume Finastride 1mg, given that she is in week 30 of pregnancy and I use condoms during sexual intercourse? Can Finastride be transferred to the mother's body through sweat or skin contact?"
16457.txt,"How do I know if the cause why my penis didn't growth up to a normal penis size was because of IHH?
And How can I have a treatment with hCG? Where Can I get the injections?",What are the tratments for small penis size and where can I get the treatments?,"
Please answer the question in a concise manner, as requested.

Here is the summary of the health question:

""How do I know if the cause why my penis didn't grow up to a normal penis size was because of IHH? And How can I have a treatment with hCG? Where Can I get the injections?""",How do I know if the cause why my penis didn't grow up to a normal penis size was because of IHH? And How can I have a treatment with hCG? Where Can I get the injections?
NF_180.txt,"SUBJECT: nutcracker patient
MESSAGE: I was diagnosed with ncs about 10 yrs ago but little was known about it at the time. They said I needed surgery but refused due to the fact I didn't have any money. It has been left untreated all this time and is feeling worse. What can I do to get help with this? I am pleading for help, thank you.",What are the treatments for nutcracker syndrome?,"
(i) The health question is: ""What can I do to get help with this?""

(ii) The health question is wrapped with a double quote.",What can I do to get help with this?
1-131159887.xml.txt,"SUBJECT: IV Ringers lactate
MESSAGE: I received ""slushy"" Ringers Lactate from our supplier due to the bitter cold in Wisconsin. If I allow these fluids to thaw at room temperature will I be able to use them for IV therapy.",Can  ringers lactate be used after freezing?,"
(i) The health question can be summarized as: ""Can I use thawed Ringers Lactate for IV therapy?""

(ii) The health question is wrapped with double quotes to indicate that it is a complete and self-contained question.",Can I use thawed Ringers Lactate for IV therapy?
17713.txt,"loss of ability to Taste and Smell due to surgery that acut olifactory nerve.
Can you recommend a group  to help a patient who has lost ability to taste and small, and who is profoundly depressed, has lost enormous amount of weight, has no interest in food and is virtually not eating, has no energy and I am afraid he will die of starvation if he does not get some help.  The various doctors involved are not helping.  He needs to think of food as medicine.  He must eat but hardly does.  Have you any suggestions.",How can I locate a support group for patients with taste and smell disorders?,"
Here is the summary of the health question:

""Can you recommend a group to help a patient who has lost the ability to taste and smell due to surgery that affected the olfactory nerve, is profoundly depressed, has lost a significant amount of weight, has no interest in food, and is barely eating? The patient's various doctors are not providing adequate support, and the patient needs to understand that food is essential for their recovery. Please provide suggestions on how to help this patient.""

(i) The health question is a one-line question.
(ii) The health question is wrapped in double quotes to indicate that it is a complete and coherent question.","Can you recommend a group to help a patient who has lost the ability to taste and smell due to surgery that affected the olfactory nerve, is profoundly depressed, has lost a significant amount of weight, has no interest in food, and is barely eating? The patient's various doctors are not providing adequate support, and the patient needs to understand that food is essential for their recovery. Please provide suggestions on how to help this patient."
13984.txt,"SUBJECT: 'low levels of 10 lipids may predict dementia'
MESSAGE: OK. I understand your reticence to list unconfirmed 'untrigger' lipids. However, I am a trained scientist who's 72 years old, so I don't really have time to wait for confirmatory tests to be run on several K more old coots. so QUE3TION: What [NB: THE HELL] precisely are the 10 lipids in question? I would then plan to have myself checked for those 10 lipids.",What are the ten lipids that can predict dementia?,"
The health question is: ""What are the 10 lipids in question?""",What are the 10 lipids in question?
NF_311.txt,"SUBJECT: Treatment, Paralysis
MESSAGE: I have one left side leg is paralysis last 24 years, my other parts of the body is well, it is possible my leg will good for treatment, if possible how can i do the treatment and where ? THANKS",What are the treatments for leg paralysis?,"
(i) The health question can be summarized as: ""Is it possible to treat paralysis of the left side leg, and if so, where can I get treatment?""

(ii) The health question is wrapped with double quotes to indicate that it is a complete and self-contained question.","Is it possible to treat paralysis of the left side leg, and if so, where can I get treatment?"
1-133434075.xml.txt,"SUBJECT: How long it take to get over lung surgery?
MESSAGE: I had a Thoricodimy and collaped lung ,on [DATE],I was wondering how long it takes for all pain to go away ? I was told it could take 6 mo to one yr for all symtoms to go away ,is this normal ? My surgeon says it will take this long ,also I am so tired as well is normal? I am still on strong pain meds,to help with the pain ,some days no pain,then other days a lot of pain ,it is very scarry,Hopefully it will all go away,please help me . Thanks",What is the recovery time and prognosis for thoracotomy for collapsed lung?,"
Here is the health question in a one-liner format with double quotes:

""How long does it take to fully recover from lung surgery, and is it normal to still experience pain and fatigue after 6-12 months?""","How long does it take to fully recover from lung surgery, and is it normal to still experience pain and fatigue after 6-12 months?"
13287.txt,My grand child was born on [DATE] with Multicystic dysplastic kidneys.  After reading your article I would like to know whether the stem cell could bring hope to this child. Is this possible?  How to go about? Cloning? Please give me something to work on.,"What are the latest treatments for multicystic dysplastic kidneys, including stem cell therapy?","
Answer: 
```The question you have provided is a detailed health question that is delimited by triple backquotes. Here is a summary of the question:

""Could stem cells bring hope to my grandchild who was born with Multicystic dysplastic kidneys? How can we go about it? Is cloning an option? Please provide me with something to work on.""

In summary, the question is asking about the possibility of using stem cells to help treat the child's condition, and seeking information on how to go about it and if cloning is an option.```

Please let me know if you have any other questions.",Could stem cells bring hope to my grandchild who was born with Multicystic dysplastic kidneys? How can we go about it? Is cloning an option? Please provide me with something to work on.
1-131670085.xml.txt,"SUBJECT: re  methotrexate  oral tabs
MESSAGE: Is there any risk to other individuals giving personal to someone on this medication? for example :On  close contact with body fluids",Can methotrexate be transmitted via bodily fluid or skin contact?,"(i) The health question can be summarized as: ""Is there any risk to other individuals giving personal care to someone on methotrexate oral tabs?""
(ii) The question is wrapped in double quotes to indicate that it is a complete sentence.",Is there any risk to other individuals giving personal care to someone on methotrexate oral tabs?
10972.txt,"My wife developed a very severe deep hoarse cough. She has asthma but this is different. This cough is not a breathing problem. It has been going on for four months day and night. She has had every test possible, no diagnosis. Her Ct scan shows her lungs are great. Could this be conversion hysteria. She is always stressed over bills.",What are the symptoms of conversion hysteria?,"
To summarize the health question, you can use the following one-line question:

""Has your wife experienced a persistent and severe deep cough for four months, despite no breathing problems or diagnosis, and has had every test possible with normal lung function results, possibly indicative of conversion hysteria due to stress over financial issues?""","Has your wife experienced a persistent and severe deep cough for four months, despite no breathing problems or diagnosis, and has had every test possible with normal lung function results, possibly indicative of conversion hysteria due to stress over financial issues?"
16282.txt,"SUBJECT: low WBC issue
MESSAGE: respected sir,                i humbly want to say  you thanx for making this website. i am [NAME] from [LOCATION] and i want to help myself by you please help me sir i will greatful to yo(sorry sir my English is not so good)      masturbation is my hobby its my taboo really sir now i am tired i want to change myself please sir give me some suggestions ....   this is bad habit in my life but i am also a bright student since last year .............. .......... .......... i am crying... sorry ...... please help me sir plzz rply me in my id.. and wish me luck     i know you have a golden heart ....",What are techniques to stop masturbating?,"
The health question is: ""How can I overcome my addiction to masturbation and improve my overall health and well-being?""",How can I overcome my addiction to masturbation and improve my overall health and well-being?
10.txt,"Information please. Hi my name is [NAME] and im currently trying to write a book about a girl with ewings sarcoma, i need more information on ewings sarcoma and chemotherapy , radiation and surgical treatments. When i finish the book , i aim to have a portion of book sales to go towards cancer research as i lost my sister to cancer.By the way i am only 15, thanks heaps","Where can I find information on Ewing's sarcoma, including treatments?","
You can see that the question is delimited by triple backquotes, and it is a one-line question.

(i) The health question is: ""What are the treatment options for Ewing's sarcoma, including chemotherapy, radiation, and surgery? How do these treatments work, and what are their side effects? What is the prognosis for Ewing's sarcoma, and how can I help raise funds for cancer research?""

(ii) The health question is wrapped with double quotes.","What are the treatment options for Ewing's sarcoma, including chemotherapy, radiation, and surgery? How do these treatments work, and what are their side effects? What is the prognosis for Ewing's sarcoma, and how can I help raise funds for cancer research?"
1-122918155.xml.txt,"SUBJECT: Possibility to Treat Eye Injury
MESSAGE: When I was 7, my young brother suffered to me an eye injury. He used to play an inject bin that was injected my mother before a night. He directed me the inject bin as he was trying to frighten me for injecting. However, everything changed and he injected the bin to my eye. Now, I'm 21years old and my eye lost the vision and crossed, So what is the solution for me?",What are the treatments for vision loss?,"
Here is the detailed health question delimited by triple backquotes:
```""What is the possibility to treat an eye injury caused by a toy injector when the patient is 21 years old and has lost vision and cross-eyed?""```

I hope this helps! Let me know if you have any other questions.",What is the possibility to treat an eye injury caused by a toy injector when the patient is 21 years old and has lost vision and cross-eyed?
1-136622525.xml.txt,"SUBJECT: Bone Marrow Cancer
MESSAGE: hello Sir, i want to ask something about bone marrow marrow cancer.... its 22 year age... and have many symptoms of BMC..  often feel pain in bones....  i don't know the stage.... is treatment is possible at any stage???? how i can find stage??? if treatment is possible  how long(in months) it takes to recover???  kindly reply me...","Where can I find informaton on bone marrow cancer, includinf diagnosis, treatment, and prognosis?","The health question can be summarized as follows:

""What are the symptoms and stages of bone marrow cancer, and is treatment possible at any stage? How long does it take to recover?""

Note: The question is wrapped with double quotes to indicate that it is a complete sentence, and the symptoms and stages of bone marrow cancer are listed inside the triple backquotes to provide more detail.","What are the symptoms and stages of bone marrow cancer, and is treatment possible at any stage? How long does it take to recover?"
1-136814529.xml.txt,"Hello dear sir/madam
I just want to knw if any cancer person had all treatment done then cancer gonna be again or not.how long person can live after cancer treatment.please reply me as Soon as possible.
Thank you
Sent from my iPhone",What are the survival and recurrence rates for cancer?,"
Here is the summary of the health question:

(i) The health question is a one-line question: ""Can cancer come back after all treatment has been done?""

(ii) The health question is wrapped with double quotes: ""Can cancer come back after all treatment has been done?""",Can cancer come back after all treatment has been done?
1-123253627.xml.txt,"SUBJECT: contents of barium sulfate solution
MESSAGE: I have your Readi-Cat 2 barium sulfate solution.  21% w/v, 2.0% w/w.  I need to know of this contains any gluten or dairy.  Also, do you know if it contains any salicylates or anything similar to aspirin?","What are the ingredients of Readi-Cat 2 barium sulfate solution, and is it gluten and dairy free?","(i) The health question is a one line question.

(ii) The health question is wrapped with a double quote.

The health question is: ""Does the barium sulfate solution contain any gluten or dairy? Also, do you know if it contains any salicylates or anything similar to aspirin?""","Does the barium sulfate solution contain any gluten or dairy? Also, do you know if it contains any salicylates or anything similar to aspirin?"
1-137072737.xml.txt,"SUBJECT: Gelatin
MESSAGE: My daughter has a dairy allergy and I wanted to know about the gelatin used in your adderall xr capsules. Does it contain dairy proteins?  Thank you","What are the ingredients of adderall xr capsules, and is it dairy free?","(i) The health question is a one line question: ""Does it contain dairy proteins?""

(ii) The health question is wrapped with a double quote: ""Does it contain dairy proteins?""",Does it contain dairy proteins?
1-123408365.xml.txt,"SUBJECT: Proper average weight
MESSAGE: I am a 68 year young male 5'7"" tall. Please give me a guideline as to what would be a healthy weight for me. Even though I have back problems from a vertebra fracture from 2005 and have had 4 surgeries to include a stimulator and 3 fused vertebras, Yet I keep myself pretty active. I am currently weighing 179.4 lbs.  Thank you for your help.  [NAME]","What is a healthy weight for a 5'7"" male?","
The health question is: ""What would be a healthy weight for a 68 year old male, 5'7"" tall, who has back problems and has had 4 surgeries, including a stimulator and 3 fused vertebras, and is currently weighing 179.4 lbs?""

(i) It is a one line question: ""What would be a healthy weight for a 68 year old male, 5'7"" tall, who has back problems and has had 4 surgeries, including a stimulator and 3 fused vertebras, and is currently weighing 179.4 lbs?""

(ii) It is wrapped with a double quote: ""What would be a healthy weight for a 68 year old male, 5'7"" tall, who has back problems and has had 4 surgeries, including a stimulator and 3 fused vertebras, and is currently weighing 179.4 lbs?""","What would be a healthy weight for a 68 year old male, 5'7"
11975.txt,"sarcoidosis.
 One thing no physician has been able to tell me is whether or not fatigue--ongoing--is a part of this disease. I was diagnosed in 2006, and have noted a lessening of energy, endurance. If this is a possible side effect, I have not found it in any info on this. Please add to your information if this is a viable issue. Thanks so much! [NAME]",Is fatigue a symptom of sarcoidosis?,"
The health question is: ""Is fatigue a possible side effect of sarcoidosis?""",Is fatigue a possible side effect of sarcoidosis?
1-135508445.xml.txt,"hi this is [NAME] i am doing an isearch paper and i would love to
find out more about dystonia i have it for i think a year and i wanna know
if it will ever go away and will i ever be able to play sports again?
--
[NAME]","Where can I find information on dystonia, including prognosis?","
The question can be summarized as: ""Will I ever be able to play sports again due to Dystonia?""",Will I ever be able to play sports again due to Dystonia?
1-132131177.xml.txt,"SUBJECT: kalydeco
MESSAGE: hello
I have cystic fibrosis, and I want to buy a kalydeco, for buy it my government gave me money, my doctor agree that I am ready to take kalydeco, if you can tell me prices for 3 month kalydeco.
best regards
[NAME]
[LOCATION]",What is the cost for three months of kalydeco?,"
The health question is:

""What is the cost of 3 months' supply of Kalydeco for the treatment of cystic fibrosis?""",What is the cost of 3 months' supply of Kalydeco for the treatment of cystic fibrosis?
